"224.9865 , 136.986 , 161.976","196.9875 , 87.975 , 122.9865","176.9955 , 96.9765 , 121.074","156.978 , 28.9935 , 83.997","124.9755 , 61.9905 , 78.999","125.9955 , 11.985 , 69.9975","82.977 , 37.995 , 60.996","178.9845 , 138.975 , 183.9825","143.9985 , 90.984 , 168.9885","139.995 , 95.982 , 146.982","100.98 , 43.9875 , 124.9755","93.993 , 66.9885 , 99.9855","67.983 , 15.9885 , 89.9895","51.9945 , 31.977 , 59.976","151.98 , 150.9855 , 192.984","113.985 , 113.985 , 201.9855","113.985 , 107.9925 , 146.982","57.987 , 49.98 , 158.9925","78.999 , 72.981 , 108.987","38.9895 , 29.988 , 110.976","23.9955 , 22.9755 , 57.987","134.997 , 162.996 , 201.9855","66.9885 , 122.9865 , 196.9875","95.982 , 122.9865 , 167.994","12.9795 , 79.9935 , 162.996","63.9795 , 89.9895 , 122.9865","2.9835 , 44.982 , 136.986","3.978 , 32.997 , 64.9995","115.9995 , 183.9825 , 195.993","51 , 148.9965 , 183.9825","88.995 , 145.9875 , 162.996","2.9835 , 82.977 , 154.989","47.991 , 40.9785 , 116.994","3.978 , 64.9995 , 111.996","9.996 , 56.9925 , 76.9845","141.984 , 207.978 , 193.9785","65.994 , 167.994 , 154.989","104.9835 , 168.9885 , 153","8.976 , 110.976 , 121.992","54.978 , 116.994 , 103.989","3.978 , 78.999 , 73.9755","10.9905 , 59.976 , 56.9925","163.9905 , 226.9755 , 172.992","95.982 , 193.9785 , 110.976","131.988 , 179.979 , 127.9845","64.9995 , 161.976 , 68.9775","72.981 , 127.9845 , 85.986","32.997 , 116.994 , 39.984","22.9755 , 61.9905 , 31.977","216.9795 , 226.9755 , 106.998","197.982 , 221.9775 , 36.975","174.981 , 190.995 , 90.984","170.9775 , 201.9855 , 1.989","132.9825 , 147.9765 , 42.993","117.9885 , 142.9785 , 0.9945","68.9775 , 85.986 , 7.9815","251.991 , 236.997 , 119.9775","252.9855 , 221.9775 , 42.993","211.9815 , 190.995 , 81.9825","244.9785 , 208.998 , 0.9945","175.9755 , 151.98 , 45.9765","170.9775 , 143.9985 , 2.9835","104.9835 , 90.984 , 20.9865","250.9965 , 200.991 , 141.984","251.991 , 166.9995 , 40.9785","228.99 , 154.989 , 91.9785","255 , 143.9985 , 0","174.981 , 120.9975 , 60.996","172.992 , 100.98 , 1.989","118.983 , 69.9975 , 11.985","250.9965 , 175.9755 , 153","251.991 , 112.9905 , 46.9965","230.979 , 126.99 , 114.9795","232.9935 , 52.989 , 6.987","162.996 , 87.975 , 57.987","165.9795 , 26.979 , 1.989","120.9975 , 41.9985 , 24.99","246.993 , 153.9945 , 161.976","226.9755 , 97.9965 , 100.98","210.987 , 121.992 , 125.9955","218.994 , 11.985 , 39.984","150.9855 , 72.981 , 75.99","155.9835 , 8.976 , 26.979","89.9895 , 29.988 , 31.977","1.989 , 3.978 , 0.9945","41.9985 , 48.9855 , 40.9785","89.9895 , 95.982 , 81.9825","93.993 , 99.9855 , 85.986","126.99 , 130.9935 , 116.994","157.998 , 161.976 , 147.9765","180.999 , 186.9915 , 172.992","216.9795 , 218.994 , 205.989","246.993 , 247.9875 , 241.995"
35,31,35,35,35,45,41,42,34,33,36,43,38,36,33,35,28,34,43,42,37,37,35,32,46,33,43,46,37,32,42,50,35,33,42,28,32,39,38,38,37,32,39,35,33,31,42,36,32,36,34,35,41,36,38,38,40,34,28,36,34,36,33,32,30,30,35,35,36,35,31,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,36,40,40,37,32,41,37,43,34,37,36,37,36,38,37,38,34,33,39,29,35,41,31,38,37,30,36,35,42,40,39,32,46,37,44,34,38,34,36,36,35,44,34,34,46,34,34,32,40,39,37,34,32,39,40,43,42,36,37,38,31,39,35,38,42,38,32,35,31,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32,35,33,37,36,40,32,35,31,31,35,42,38,34,36,35,35,33,42,39,34,35,39,34,34,39,35,39,40,36,34,35,26,42,36,36,32,44,44,39,33,38,34,44,33,36,38,32,35,34,33,34,31,31,42,42,30,40,38,38,39,36,42,40,36,36,43,30,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,44,40,43,30,38,38,34,29,38,34,37,38,31,38,38,38,31,44,37,45,44,37,34,32,32,38,37,33,28,34,34,39,30,36,31,36,41,32,31,37,39,32,35,33,38,44,46,32,33,40,36,32,37,33,40,36,31,36,30,35,39,34,39,43,40,37,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,36,39,35,39,39,38,31,30,40,37,31,30,40,33,32,38,31,33,38,33,33,34,31,43,29,34,35,35,36,33,34,32,38,34,48,42,36,33,29,35,42,30,36,32,32,43,44,32,43,37,42,39,38,33,30,42,40,40,36,40,33,36,42,39,30,34,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,37,32,33,39,33,33,33,36,44,40,36,34,29,41,35,35,34,33,36,43,33,41,30,30,34,36,38,32,33,34,41,36,35,36,32,40,34,31,39,35,34,32,43,37,33,38,40,31,31,42,46,29,38,38,30,33,34,37,40,33,37,34,36,31,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,41,32,38,44,35,44,35,40,44,29,36,30,31,35,35,37,45,39,44,34,32,43,42,38,35,38,39,39,40,29,34,40,35,35,37,39,37,45,39,42,31,42,37,37,35,43,33,38,34,38,41,32,38,48,39,33,35,36,35,33,42,37,37,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,31,34,42,40,35,40,33,33,35,37,40,27,38,41,40,28,45,39,37,39,27,38,38,38,39,32,40,38,34,39,33,31,41,33,35,31,38,39,44,36,38,38,33,37,29,34,34,37,44,36,34,38,37,42,29,35,36,32,36,43,41,42,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,43,36,36,42,34,36,36,39,35,34,27,43,35,42,33,32,34,32,38,45,40,36,30,30,32,38,34,29,42,37,37,33,33,37,36,37,41,32,34,33,42,35,30,40,36,41,38,42,35,32,41,44,31,37,43,40,40,39,32,40,32,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,40,34,36,46,31,26,40,46,36,38,32,36,41,39,36,39,38,36,39,34,37,36,36,41,37,48,37,37,32,31,35,43,37,39,33,35,40,24,37,34,34,38,29,35,39,32,31,38,37,32,31,39,37,37,34,29,31,45,36,31,39,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,38,34,35,40,42,33,38,30,47,37,34,35,33,44,28,32,38,39,47,42,34,43,30,33,32,36,44,35,34,34,43,41,39,38,43,37,30,43,34,31,39,35,38,39,35,30,40,44,38,32,34,36,32,35,33,35,42,43,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,31,41,29,30,34,43,41,44,39,30,36,36,40,32,35,44,35,35,37,36,38,33,37,44,38,32,36,36,39,29,36,29,33,36,32,37,34,35,36,30,35,39,38,31,24,35,31,45,36,36,41,32,37,32,36,39,37,34,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,35,42,35,35,38,36,36,34,33,32,35,34,37,34,35,44,38,35,36,35,33,39,39,43,37,37,30,37,43,29,35,42,29,32,34,38,45,38,36,30,39,38,41,40,32,40,36,39,41,44,38,37,34,43,41,36,36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,32,42,42,44,38,32,40,28,36,37,41,35,30,38,32,41,41,28,40,41,36,37,33,35,32,33,37,43,41,39,34,38,36,44,44,31,38,35,36,43,36,40,33,39,32,38,34,36,29,32,40,35,30,35,35,37,34,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,37,29,37,41,34,32,29,36,36,30,42,38,32,31,36,41,33,35,42,35,41,36,34,36,34,39,33,34,35,40,31,37,28,37,35,29,40,35,39,41,36,38,30,34,33,30,37,37,32,40,39,40,28,33,30,32,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,32,41,41,36,35,39,28,36,36,40,38,34,37,33,39,36,29,40,34,37,37,46,38,35,38,41,38,36,29,35,36,42,34,36,39,33,35,35,38,36,38,34,28,37,33,39,38,35,36,34,40,35,33,36,33,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,38,35,37,39,45,34,35,39,35,31,38,34,46,35,35,39,38,41,33,32,45,39,36,34,37,32,40,42,37,40,33,35,29,33,40,32,37,32,39,28,38,31,35,40,42,36,32,33,33,38,37,34,37,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,31,34,45,39,35,38,30,38,33,40,41,33,31,37,32,39,41,41,36,32,36,43,31,37,46,29,28,36,35,35,40,36,36,33,38,38,41,34,37,34,34,38,45,41,34,32,29,38,40,38,38,43,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,41,34,38,35,32,44,39,41,44,38,32,33,38,33,34,33,41,33,35,36,47,35,42,30,34,31,39,37,44,31,29,41,33,33,38,35,32,38,37,31,37,40,38,29,34,40,36,43,28,34,28,30,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,38,34,39,33,36,40,36,34,32,42,34,38,37,39,37,33,35,40,41,32,34,33,43,35,32,38,37,39,34,32,30,36,37,35,30,36,44,38,30,38,31,35,37,33,32,38,38,34,32,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,41,39,31,36,39,38,37,41,44,41,45,38,39,34,42,28,39,36,33,41,32,39,41,36,40,36,31,44,39,39,39,32,43,44,39,41,33,37,41,42,36,40,48,38,38,36,32,41,31,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,33,37,34,40,34,36,35,37,44,38,43,32,34,32,34,37,32,35,36,32,38,38,36,30,36,31,35,40,41,30,35,37,36,46,35,36,30,34,39,32,31,34,36,42,32,33,36,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,36,32,37,39,38,38,30,42,38,37,37,52,40,31,30,30,41,36,32,34,31,38,36,34,31,34,33,37,30,34,32,35,40,35,35,31,38,42,38,39,36,34,38,39,32,35,37,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,35,34,41,44,34,32,40,39,34,35,34,35,40,36,39,36,38,32,32,32,38,38,39,31,29,33,38,35,41,30,36,30,35,44,41,34,33,31,35,34,42,37,38,30,33,37,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,29,31,41,33,37,38,41,40,36,26,42,38,43,40,33,39,32,33,34,29,42,38,36,32,29,34,45,36,38,40,37,44,34,32,40,35,41,34,39,33,42,40,38,36,40,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,31,42,35,35,43,32,35,35,42,35,34,30,36,36,35,41,36,35,42,31,35,36,33,30,39,37,38,37,49,36,43,35,26,31,37,36,33,33,38,34,39,33,32,44,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,44,34,36,29,31,35,40,37,30,39,43,39,33,33,31,32,34,35,48,33,36,38,34,40,30,32,35,34,36,34,36,38,34,39,40,38,39,35,39,38,45,36,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,44,33,34,38,34,32,38,35,36,29,40,31,37,41,35,29,36,36,33,37,37,40,37,37,38,37,37,40,37,41,29,38,37,39,32,36,35,38,30,29,39,33,38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,39,42,39,35,44,34,38,35,33,35,31,37,36,35,32,38,36,35,35,37,34,34,35,45,43,40,32,41,36,35,41,37,28,27,35,39,34,39,33,39,42,44,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,41,36,36,35,34,35,30,36,36,33,45,33,39,33,34,40,31,44,34,34,34,42,33,33,39,31,33,35,37,42,29,40,30,38,35,35,35,36,41,41,38,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
